0.05,0.10,0
0.08,0.01,0
0.01,0.03,0
0.08,-0.08,0
-0.01,0.04,0
-0.05,-0.05,0
0.05,0.04,0
-0.06,-0.00,0
0.08,0.04,0
-0.03,-0.01,0
0.03,-0.03,0
0.06,-0.01,0
-0.10,0.02,0
0.00,0.06,0
0.06,0.02,0
0.04,0.07,0
0.01,-0.09,0
-0.02,0.04,0
-0.10,-0.02,0
0.05,0.09,0
-0.07,0.10,0
-0.07,0.04,0
0.08,-0.00,0
-0.04,-0.06,0
-0.06,-0.10,0
0.00,0.06,0
-0.09,-0.03,0
0.08,-0.02,0
0.07,-0.08,0
0.09,-0.01,0
0.08,0.01,0
-0.03,0.06,0
-0.07,0.03,0
0.02,0.01,0
-0.07,-0.04,0
0.08,0.00,0
0.09,-0.07,0
0.01,-0.05,0
-0.00,0.04,0
0.03,0.09,0
0.06,0.02,0
0.07,-0.03,0
-0.01,0.10,0
-0.03,0.05,0
0.03,0.01,0
0.03,-0.08,0
0.07,-0.04,0
-0.09,-0.00,0
0.02,-0.01,0
0.09,-0.01,0
0.09,1.09,0
0.03,0.98,0
0.03,1.00,0
0.07,1.02,0
0.05,1.04,0
-0.06,0.98,0
-0.07,1.01,0
-0.00,1.05,0
0.03,1.01,0
0.09,1.07,0
-0.07,1.06,0
-0.01,0.93,0
0.00,0.94,0
-0.10,1.09,0
0.05,1.03,0
-0.07,1.06,0
-0.03,0.98,0
0.05,1.00,0
0.04,0.99,0
-0.04,0.96,0
0.03,1.01,0
-0.01,1.04,0
0.08,0.92,0
-0.05,1.03,0
0.07,1.07,0
-0.08,0.94,0
-0.05,1.09,0
-0.04,0.93,0
0.08,0.95,0
-0.04,1.09,0
0.05,1.05,0
-0.09,1.05,0
-0.01,1.03,0
-0.02,1.07,0
0.03,0.92,0
-0.02,0.97,0
-0.02,0.96,0
-0.00,1.09,0
-0.04,0.96,0
0.02,1.08,0
-0.02,0.94,0
0.07,1.00,0
0.07,1.10,0
0.05,0.99,0
-0.02,0.93,0
-0.09,0.98,0
0.05,1.02,0
-0.09,0.91,0
0.09,1.05,0
0.03,1.08,0
0.92,-0.01,0
1.06,-0.04,0
1.10,-0.10,0
0.91,-0.07,0
1.04,0.03,0
0.96,0.04,0
0.92,-0.08,0
0.95,0.05,0
0.94,-0.08,0
1.04,-0.03,0
1.06,0.08,0
0.94,0.09,0
1.08,-0.10,0
0.96,0.07,0
1.02,-0.03,0
0.94,-0.02,0
1.09,-0.03,0
1.00,0.05,0
1.07,-0.09,0
1.04,0.09,0
1.00,-0.08,0
0.91,-0.07,0
0.95,-0.08,0
1.10,0.05,0
0.99,-0.06,0
0.92,0.09,0
0.92,-0.09,0
0.91,0.03,0
1.04,-0.07,0
0.90,0.06,0
1.10,0.06,0
1.10,-0.07,0
1.09,-0.06,0
1.02,0.09,0
0.99,-0.07,0
0.95,0.04,0
0.91,0.04,0
0.99,0.10,0
0.91,-0.07,0
1.08,0.05,0
0.99,0.03,0
1.01,-0.09,0
1.00,-0.01,0
0.99,-0.01,0
1.08,-0.06,0
1.09,-0.01,0
1.09,0.01,0
1.09,-0.05,0
1.08,0.01,0
1.03,0.05,0
0.99,1.08,1
0.99,0.98,1
1.08,0.95,1
0.95,1.02,1
1.06,1.04,1
0.91,0.97,1
1.06,0.98,1
0.93,0.91,1
0.93,1.01,1
1.06,1.00,1
0.93,1.04,1
0.93,1.06,1
1.01,1.08,1
0.97,1.01,1
0.98,1.09,1
0.96,1.01,1
0.98,1.03,1
0.90,0.90,1
1.02,0.94,1
0.92,1.03,1
1.08,1.08,1
0.93,1.06,1
0.97,0.91,1
1.05,1.07,1
0.98,0.96,1
1.00,1.03,1
1.02,1.02,1
0.96,1.01,1
1.01,1.05,1
0.95,1.03,1
1.02,1.07,1
0.90,1.00,1
1.00,0.94,1
1.03,0.91,1
0.95,1.08,1
0.98,0.97,1
1.05,0.99,1
1.00,1.00,1
1.06,1.03,1
1.02,0.97,1
0.95,0.97,1
1.02,1.03,1
1.00,0.99,1
1.09,0.96,1
1.02,0.98,1
1.04,0.93,1
1.00,1.07,1
1.05,0.91,1
0.98,0.97,1
0.96,1.09,1
